Player,Title,Price,Currency,Availability,Size,Dispatch Time,Product Type,Signed By,Presentation,SKU,Product URL,Price (GBP),Signed By Player Only,In Stock
Trent Alexander-Arnold,Trent Alexander-Arnold Back Signed Liverpool FC 2019-20 Home Shirt In Hero Frame: Option 1,474.99,GBP,Out of Stock,1015mm (W) x 750mm (H) x 25mm (D),1-5 working days,Signed shirts,Trent Alexander-Arnold,Framed,I1041HF1,https://www.icons.com/trent-alexander-arnold-back-signed-liverpool-fc-2019-20-home-shirt-in-hero-frame-20742.html,474.99,True,False
Trent Alexander-Arnold,Trent Alexander-Arnold Back Signed Liverpool FC 2019-20 Home Shirt In Classic Frame,449.99,GBP,Out of Stock,885mm (H) x 780mm (W) x 30mm (D),1-5 working days,Signed shirts,Trent Alexander-Arnold,Framed,I1041CF,https://www.icons.com/trent-alexander-arnold-back-signed-liverpool-fc-2019-20-home-shirt-in-classic-frame-20741.html,449.99,True,False
Trent Alexander-Arnold,Trent Alexander-Arnold Front Signed Liverpool FC 2020-21 Home Shirt,249.99,GBP,Out of Stock,,2 working days,Signed shirts,Trent Alexander-Arnold,Unframed,TB1666,https://www.icons.com/trent-alexander-arnold-front-signed-liverpool-2020-21-home-shirt-41569.html,249.99,True,False
Trent Alexander-Arnold,Trent Alexander-Arnold Back Signed Liverpool FC 2021-22 Home Shirt,179.99,GBP,Out of Stock,,2 working days,Signed shirts,Trent Alexander-Arnold,Unframed,TB1580,https://www.icons.com/trent-alexander-arnold-back-signed-liverpool-fc-2021-22-home-shirt-34571.html,179.99,True,False
Trent Alexander-Arnold,Trent Alexander-Arnold Signed Under Armour Boot,219.99,GBP,Out of Stock,,2 working days,Signed boots,Trent Alexander-Arnold,Unframed,I1445,https://www.icons.com/trent-alexander-arnold-signed-under-armour-boot-07312.html,219.99,True,False
Trent Alexander-Arnold,Steven Gerrard & Trent Alexander-Arnold Signed Liverpool FC Photos In Dual Photo Frame,279.99,GBP,Out of Stock,16 x 12 inches,1-5 working days,Signed photos,"Steven Gerrard, Trent Alexander-Arnold",Framed,A10762A10850DP,https://www.icons.com/steven-gerrard-trent-alexander-arnold-signed-liverpool-fc-photos-in-dual-photo-frame-2.html,279.99,False,False
Trent Alexander-Arnold,Steven Gerrard & Trent Alexander-Arnold Signed Liverpool FC Photos In Dual Photo Frame,279.99,GBP,Out of Stock,16 x 12 inches,1-5 working days,Signed photos,"Steven Gerrard, Trent Alexander-Arnold",Framed,A10762ICTAALP1DP,https://www.icons.com/steven-gerrard-trent-alexander-arnold-signed-liverpool-fc-photos-in-dual-photo-frame-1.html,279.99,False,False
Trent Alexander-Arnold,Trent Alexander-Arnold Signed White and Black Under Armour Boot In Acrylic Case,299.99,GBP,Out of Stock,340mm (W) x 230mm (D) x 190mm (H),2 working days,Signed boots,Trent Alexander-Arnold,Acrylic Cased,ICTAAB3AD,https://www.icons.com/trent-alexander-arnold-signed-red-under-armour-boot-in-acrylic-case-2021.html,299.99,True,False
Trent Alexander-Arnold,Trent Alexander-Arnold Signed UEFA Champions League Final Football,249.99,GBP,Out of Stock,,2 working days,Signed balls,Trent Alexander-Arnold,Unframed,A10849,https://www.icons.com/trent-alexander-arnold-signed-uefa-champions-league-final-football-2021.html,249.99,True,False
Trent Alexander-Arnold,Trent Alexander-Arnold Signed White and Black Under Armour Boot,249.99,GBP,Out of Stock,,2 working days,Signed boots,Trent Alexander-Arnold,Unframed,ICTAAB3,https://www.icons.com/trent-alexander-arnold-signed-red-under-armour-boot-2021.html,249.99,True,False
Trent Alexander-Arnold,Trent Alexander-Arnold Back Signed England 2018-19 Home Shirt Home Shirt In Hero Frame: Option 1,399.99,GBP,Out of Stock,1015mm (W) x 750mm (H) x 25mm (D),1-5 working days,Signed shirts,Trent Alexander-Arnold,Framed,ICTAAES1HF1,https://www.icons.com/trent-alexander-arnold-back-signed-england-2018-19-home-shirt-home-shirt-in-hero-frame-option-1.html,399.99,True,False
Trent Alexander-Arnold,Dele Alli & Trent Alexander-Arnold Signed England Shirts In Classic Dual Frame,559.99,GBP,Out of Stock,1200mm (W) x 900mm (H) x 30mm (D),1-5 working days,Signed shirts,"Dele Alli, Trent Alexander-Arnold",Framed,ICDAES6ICTAAES1DS,https://www.icons.com/dele-alli-trent-alexander-arnold-signed-england-shirts-in-classic-dual-frame.html,559.99,False,False
Trent Alexander-Arnold,Trent Alexander-Arnold Back Signed Liverpool 2019-20 Home Shirt With Fan Style Numbers In Hero Frame: Option 1,449.99,GBP,Out of Stock,1015mm (W) x 750mm (H) x 25mm (D),1-5 working days,Signed shirts,Trent Alexander-Arnold,Framed,A10528HF1,https://www.icons.com/trent-alexander-arnold-back-signed-liverpool-2019-20-home-shirt-with-fan-style-numbers-in-hero-frame-option-1.html,449.99,True,False
Trent Alexander-Arnold,Trent Alexander-Arnold Back Signed Liverpool 2019-20 Home Shirt With Fan Style Numbers In Classic Frame,399.99,GBP,Out of Stock,885mm (H) x 780mm (W) x 30mm (D),1-5 working days,Signed shirts,Trent Alexander-Arnold,Framed,A10528CF,https://www.icons.com/trent-alexander-arnold-back-signed-liverpool-2019-20-home-shirt-with-fan-style-numbers-in-classic-frame.html,399.99,True,False
Trent Alexander-Arnold,Trent Alexander-Arnold Back Signed Liverpool 2019-20 Home Shirt With Fan Style Numbers,299.99,GBP,Out of Stock,,2 working days,Signed shirts,Trent Alexander-Arnold,Unframed,A10528,https://www.icons.com/trent-alexander-arnold-back-signed-liverpool-2019-20-home-shirt-with-fan-style-numbers.html,299.99,True,False
Trent Alexander-Arnold,Georginio Wijnaldum & Trent Alexander-Arnold Signed Special Edition Liverpool Shirts In Classic Dual Frame,749.99,GBP,Out of Stock,1200mm (W) x 900mm (H) x 30mm (D),1-5 working days,Signed shirts,"Georginio Wijnaldum, Multi-Signed, Trent Alexander-Arnold",Framed,ICGWLS3ICTAALS6DS,https://www.icons.com/georginio-wijnaldum-trent-alexander-arnold-signed-special-edition-liverpool-shirts-in-classic-dual-frame.html,749.99,False,False
Trent Alexander-Arnold,Trent Alexander-Arnold Signed Plaque and Photo Frame: Assist King,199.99,GBP,Out of Stock,16 x 12 inches,1-5 working days,Signed cards and plaques,Trent Alexander-Arnold,Framed,ICTAAPPLQ3,https://www.icons.com/trent-alexander-arnold-signed-plaque-and-photo-frame-assist-king.html,199.99,True,False
Trent Alexander-Arnold,Trent Alexander-Arnold Signed Plaque and Photo Frame: Fans' Favourite,199.99,GBP,Out of Stock,16 x 12 inches,1-5 working days,Signed cards and plaques,Trent Alexander-Arnold,Framed,ICTAAPPLQ2,https://www.icons.com/trent-alexander-arnold-signed-plaque-and-photo-frame-fans-favourite.html,199.99,True,False
Trent Alexander-Arnold,Trent Alexander-Arnold Signed Plaque and Photo Frame: 2019 UEFA Champions League Winner,199.99,GBP,Out of Stock,16 x 12 inches,1-5 working days,Signed cards and plaques,Trent Alexander-Arnold,Framed,ICTAAPPLQ1,https://www.icons.com/trent-alexander-arnold-signed-plaque-and-photo-frame-2019-uefa-champions-league-winner.html,199.99,True,False
Trent Alexander-Arnold,Trent Alexander-Arnold Front Signed Liverpool 2019-20 Home Shirt In Classic Frame: Premier League Champions Special Edition,399.99,GBP,Out of Stock,885mm (H) x 780mm (W) x 30mm (D),1-5 working days,Signed shirts,Trent Alexander-Arnold,Framed,ICTAALS6CF,https://www.icons.com/trent-alexander-arnold-front-signed-liverpool-2019-20-home-shirt-in-classic-frame-premier-league-champions-special-edition.html,399.99,True,False
Trent Alexander-Arnold,Trent Alexander-Arnold Front Signed Liverpool 2019-20 Home Shirt: Premier League Champions Special Edition,299.99,GBP,Out of Stock,,2 working days,Signed shirts,Trent Alexander-Arnold,Unframed,ICTAALS6,https://www.icons.com/trent-alexander-arnold-front-signed-liverpool-2019-20-home-shirt-premier-league-champions-special-edition.html,299.99,True,False
Trent Alexander-Arnold,Trent Alexander-Arnold Back Signed England 2018-19 Home Shirt With Fan Style Numbers In Classic Frame,349.99,GBP,Out of Stock,885mm (H) x 780mm (W) x 30mm (D),1-5 working days,Signed shirts,Trent Alexander-Arnold,Framed,ICTAAES2CF,https://www.icons.com/trent-alexander-arnold-back-signed-england-2018-19-home-shirt-with-fan-style-numbers-in-classic-frame.html,349.99,True,False
Trent Alexander-Arnold,Trent Alexander-Arnold Back Signed England 2018-19 Home Shirt With Fan Style Numbers,249.99,GBP,Out of Stock,,2 working days,Signed shirts,Trent Alexander-Arnold,Unframed,ICTAAES2,https://www.icons.com/trent-alexander-arnold-back-signed-england-2018-19-home-shirt-with-fan-style-numbers.html,249.99,True,False
Trent Alexander-Arnold,Official UEFA EURO 2020 3D Mini Replica Trophy On Pedestal,74.99,GBP,Out of Stock,,2 working days,Replica trophies,Unsigned,Unframed,ICRT8EUR,https://www.icons.com/official-uefa-euro-2020-3d-mini-replica-trophy-on-pedestal.html,74.99,False,False
Trent Alexander-Arnold,Official UEFA EURO 2020 3D Mini Replica Trophy,124.99,GBP,Out of Stock,,2 working days,Replica trophies,Unsigned,Unframed,ICRT7EUR,https://www.icons.com/official-uefa-euro-2020-3d-mini-replica-trophy.html,124.99,False,False
Trent Alexander-Arnold,"Trent Alexander-Arnold Front Signed Liverpool 2019-20 Home Shirt In Classic Frame: ""YNWA"" Edition",449.99,GBP,Out of Stock,,1-5 working days,Signed shirts,Trent Alexander-Arnold,Framed,ICTAALS5CF,https://www.icons.com/trent-alexander-arnold-front-signed-liverpool-2019-20-home-shirt-in-classic-frame-ynwa-edition.html,449.99,True,False
Trent Alexander-Arnold,"Trent Alexander-Arnold Front Signed Liverpool 2019-20 Home Shirt: ""YNWA"" Edition",349.99,GBP,Out of Stock,,2 working days,Signed shirts,Trent Alexander-Arnold,Unframed,ICTAALS5,https://www.icons.com/trent-alexander-arnold-front-signed-liverpool-2019-20-home-shirt-ynwa-edition.html,349.99,True,False
Trent Alexander-Arnold,Trent Alexander-Arnold Front Signed Liverpool 2019-20 Home Shirt In Classic Frame,349.99,GBP,Out of Stock,885mm (H) x 780mm (W) x 30mm (D),1-5 working days,Signed shirts,Trent Alexander-Arnold,Framed,ICTAALS4CF,https://www.icons.com/trent-alexander-arnold-front-signed-liverpool-2019-20-home-shirt-in-classic-frame.html,349.99,True,False
Trent Alexander-Arnold,Trent Alexander-Arnold Front Signed Liverpool 2019-20 Home Shirt,249.99,GBP,Out of Stock,,2 working days,Signed shirts,Trent Alexander-Arnold,Unframed,ICTAALS4,https://www.icons.com/trent-alexander-arnold-front-signed-liverpool-2019-20-home-shirt.html,249.99,True,False
Trent Alexander-Arnold,Trent Alexander-Arnold Back Signed England 2018-19 Home Shirt In Classic Frame,349.99,GBP,Out of Stock,885mm (H) x 780mm (W) x 30mm (D),1-5 working days,Signed shirts,Trent Alexander-Arnold,Framed,ICTAAES1CF,https://www.icons.com/trent-alexander-arnold-back-signed-england-2018-19-home-shirt-in-classic-frame.html,349.99,True,False
Trent Alexander-Arnold,Trent Alexander-Arnold Signed Red Under Armour Boot In Bubble Frame: Option 1,349.99,GBP,Out of Stock,610mm (W) x 520mm (H) x 127mm (D),1-5 working days,Signed boots,Trent Alexander-Arnold,Framed,ICTAAB1BUBF1,https://www.icons.com/trent-alexander-arnold-signed-red-under-armour-boot-in-bubble-frame-option-1.html,349.99,True,False
Trent Alexander-Arnold,Trent Alexander-Arnold Signed Red Under Armour Boot In Acrylic Case,299.99,GBP,Out of Stock,340mm (W) x 230mm (D) x 190mm (H),2 working days,Signed boots,Trent Alexander-Arnold,Acrylic Cased,ICTAAB1AD,https://www.icons.com/trent-alexander-arnold-signed-red-under-armour-boot-in-acrylic-case.html,299.99,True,False
Trent Alexander-Arnold,Trent Alexander-Arnold Signed Red Under Armour Boot,249.99,GBP,Out of Stock,,2 working days,Signed boots,Trent Alexander-Arnold,Unframed,ICTAAB1,https://www.icons.com/trent-alexander-arnold-signed-red-under-armour-boot.html,249.99,True,False
Trent Alexander-Arnold,"Trent Alexander-Arnold Signed 2019 UEFA Champions League Final Programme: ""#6Times"" Edition",199.99,GBP,Out of Stock,,2 working days,Signed books,Trent Alexander-Arnold,Unframed,ICTAALP3,https://www.icons.com/trent-alexander-arnold-signed-2019-uefa-champions-league-final-programme-6times-edition.html,199.99,True,False
Trent Alexander-Arnold,Trent Alexander-Arnold Signed 2019 UEFA Champions League Final Football,224.99,GBP,Out of Stock,,2 working days,Signed balls,Trent Alexander-Arnold,Unframed,ICTAAB2,https://www.icons.com/trent-alexander-arnold-signed-2019-uefa-champions-league-final-football.html,224.99,True,False
Trent Alexander-Arnold,Trent Alexander-Arnold Back Signed England 2018-19 Home Shirt,249.99,GBP,Out of Stock,,2 working days,Signed shirts,Trent Alexander-Arnold,Unframed,ICTAAES1,https://www.icons.com/trent-alexander-arnold-back-signed-england-2018-19-home-shirt.html,249.99,True,False
Trent Alexander-Arnold,Trent Alexander-Arnold Signed Black and Red Under Armour Boot In Bubble Frame: Option 1,399.99,GBP,Out of Stock,610mm (W) x 520mm (H) x 127mm (D),1-5 working days,Signed boots,Trent Alexander-Arnold,Framed,A10527BUBF1,https://www.icons.com/trent-alexander-arnold-signed-black-and-red-under-armour-boot-in-bubble-frame-option-1.html,399.99,True,False
Trent Alexander-Arnold,Trent Alexander-Arnold Signed Black and Red Under Armour Boot In Acrylic Case,299.99,GBP,Out of Stock,340mm (W) x 230mm (D) x 190mm (H),2 working days,Signed boots,Trent Alexander-Arnold,Acrylic Cased,A10527AD,https://www.icons.com/trent-alexander-arnold-signed-black-and-red-under-armour-boot-in-acrylic-case.html,299.99,True,False
Trent Alexander-Arnold,Trent Alexander-Arnold Signed Black and Red Under Armour Boot,249.99,GBP,Out of Stock,,2 working days,Signed boots,Trent Alexander-Arnold,Unframed,A10527,https://www.icons.com/trent-alexander-arnold-signed-black-and-red-under-armour-boot.html,249.99,True,False
Trent Alexander-Arnold,Trent Alexander-Arnold Signed Liverpool Photo In Black Wooden Frame: 2019 UEFA Champions League Winner,149.99,GBP,Out of Stock,16 x 12 inches,1-5 working days,Signed photos,Trent Alexander-Arnold,Framed,ICTAALP1BWF,https://www.icons.com/trent-alexander-arnold-signed-liverpool-photo-in-black-wooden-frame-2019-uefa-champions-league-winner.html,149.99,True,False
Trent Alexander-Arnold,Trent Alexander-Arnold Signed Liverpool Photo: 2019 UEFA Champions League Winner,99.99,GBP,Out of Stock,16 x 12 inches,2 working days,Signed photos,Trent Alexander-Arnold,Unframed,ICTAALP1,https://www.icons.com/trent-alexander-arnold-signed-liverpool-photo-2019-uefa-champions-league-winner.html,99.99,True,False
Dele Alli,Dele Alli Official 2018 FIFA World Cup™ Signed Plaque and Photo Frame: Goal vs Sweden,250.0,GBP,In Stock,,1-5 working days,Signed cards and plaques,Dele Alli,Framed,ICDAPLQ1FWC2018F1,https://www.icons.com/dele-alli-official-2018-fifa-world-cuptm-signed-plaque-and-photo-frame-goal-vs-sweden.html,250.0,True,True
Dele Alli,Dele Alli Official 2018 FIFA World Cup™ Back Signed and Hero Framed England 2018-19 Style T-Shirt,1100.0,GBP,In Stock,1030mm (W) x 745mm (H) x 33mm (D),1-5 working days,Signed shirts,Dele Alli,Framed,ICDAES7FWC2018HF1,https://www.icons.com/dele-alli-official-fifa-world-cup-back-signed-and-framed-england-2018-19-style-t-shirt-56039.html,1100.0,True,True
